Timestamp,Reactor_Temperature,Regenerator_Temperature,Reactor_Pressure,Feed_Flow_Rate,Catalyst_to_Oil_Ratio,Catalyst_Activity,Air_Flow_Rate,Fractionator_Top_Temp,Fractionator_Bottom_Temp,Feedstock_Quality_Index,Setpoint_Reactor_Temp,Setpoint_Regenerator_Temp,PID_Kp,PID_Ki,PID_Kd,Fuzzy_Adjustment_Factor,Product_Yield,Conversion_Rate,Energy_Consumption,Emissions_NOx,Emissions_SOx,Control_Stability_Index,Reward_Score,Feed_Change_Event,Catalyst_Replacement,External_Disturbance_Type
2025-01-01 03:50:00,554.95,676.88,192.34,118.05,6.2,79.23,61687.0,152.85,311.96,0.83,515.7,681.6,1.48,0.44,0.02,1.03,45.79,76.74,167.96,124.79,49.83,0.9,0.39,0,0,None
2025-01-01 03:55:00,495.87,651.75,227.7,99.2,7.83,94.77,53423.03,190.36,302.89,0.98,533.84,715.88,1.99,0.19,0.01,0.82,56.44,80.61,134.22,92.82,57.64,0.85,0.382,0,0,AirFlowFluctuation
2025-01-01 04:00:00,492.94,673.85,249.01,98.65,7.09,86.33,79702.0,183.99,308.55,0.72,510.42,681.13,1.1,0.11,0.03,0.89,54.51,73.53,114.38,136.98,49.98,0.99,0.391,0,0,None
2025-01-01 04:05:00,520.59,674.82,174.75,66.75,5.23,62.96,76491.13,178.11,359.33,0.68,502.39,714.4,0.67,0.01,0.07,0.85,46.31,71.8,144.33,105.61,14.66,0.87,0.431,0,0,None
2025-01-01 04:10:00,556.45,744.71,222.12,91.42,6.02,73.5,69232.38,156.83,346.57,0.9,503.41,682.97,1.19,0.08,0.08,0.97,55.86,79.23,189.15,76.66,18.24,0.82,0.345,0,0,None
2025-01-01 04:15:00,480.13,710.15,204.39,79.07,7.27,97.41,50594.41,188.27,345.24,0.89,539.93,684.58,1.49,0.1,0.04,1.14,41.35,89.28,179.54,58.91,46.89,0.86,0.423,0,0,None
2025-01-01 04:20:00,515.6,734.06,167.49,87.92,5.63,65.1,64551.71,163.37,308.7,0.77,537.54,708.85,1.8,0.5,0.04,0.96,45.03,79.89,143.09,69.76,27.58,0.88,0.275,0,0,None
2025-01-01 04:25:00,547.01,670.75,246.95,62.45,7.27,94.78,76809.35,155.72,324.36,0.93,502.63,696.88,0.53,0.12,0.08,0.81,54.75,71.69,106.98,140.11,31.74,0.95,0.298,0,0,AirFlowFluctuation
2025-01-01 04:30:00,498.06,720.1,190.59,89.53,7.41,67.22,53525.02,168.98,324.96,0.92,509.31,711.7,0.43,0.14,0.09,0.91,47.33,74.74,149.32,80.53,25.77,0.83,0.455,0,0,None
2025-01-01 04:35:00,530.08,743.44,192.68,70.01,6.41,83.17,58927.58,168.95,302.65,1.0,517.92,707.71,1.16,0.38,0.03,0.88,58.94,77.59,150.4,146.62,42.12,0.9,0.372,0,0,None
2025-01-01 04:40:00,536.38,701.23,207.27,58.53,7.84,82.22,57594.65,164.57,311.49,0.82,523.11,709.72,1.61,0.3,0.04,0.82,50.62,75.75,125.21,128.91,42.28,0.9,0.339,0,0,None
2025-01-01 04:45:00,535.92,731.03,243.26,112.18,5.31,81.78,65607.06,193.14,331.86,0.83,510.42,706.1,0.71,0.24,0.03,0.93,58.96,81.03,164.49,136.92,27.88,0.88,0.409,1,0,None
2025-01-01 04:50:00,492.68,667.63,197.25,52.21,6.1,64.25,59963.64,179.56,343.38,0.86,521.83,715.87,0.15,0.2,0.1,0.88,50.1,76.4,113.18,136.23,32.26,0.81,0.422,0,0,None
2025-01-01 04:55:00,495.72,738.89,152.56,96.78,5.57,74.79,53225.55,186.72,303.85,0.76,505.61,719.52,0.42,0.26,0.09,0.99,55.6,72.91,167.1,145.86,16.26,0.83,0.35,0,0,None
2025-01-01 05:00:00,497.15,716.62,216.21,92.62,4.65,98.42,54874.05,176.17,353.08,0.78,531.04,705.72,0.23,0.49,0.01,1.07,44.0,83.58,126.86,148.89,25.37,0.85,0.411,0,0,None
2025-01-01 05:05:00,556.52,704.85,201.7,93.56,7.36,76.68,52277.56,191.42,355.37,0.78,508.3,713.65,1.41,0.19,0.07,1.1,56.38,79.99,104.67,142.81,33.1,0.86,0.388,0,1,None
2025-01-01 05:10:00,502.94,699.14,190.5,58.48,7.55,98.55,66123.3,196.92,315.05,0.95,514.72,698.69,1.35,0.03,0.08,0.88,57.98,82.18,165.04,62.7,58.46,0.9,0.275,0,0,None
2025-01-01 05:15:00,482.94,701.88,171.78,89.08,5.67,73.2,70885.64,155.69,323.37,0.87,539.43,711.72,1.56,0.0,0.09,1.03,58.99,89.77,174.6,115.11,30.62,0.95,0.432,1,0,AirFlowFluctuation
2025-01-01 05:20:00,488.19,657.43,231.66,104.39,5.34,65.48,76281.38,171.24,324.31,0.91,507.82,709.98,0.97,0.49,0.01,1.03,54.9,78.08,168.93,61.97,38.79,0.83,0.311,0,0,None
2025-01-01 05:25:00,509.13,673.79,172.46,85.98,5.57,94.89,69195.32,196.94,346.52,0.89,517.57,704.57,1.34,0.0,0.09,1.09,47.86,77.46,188.13,101.25,35.78,0.92,0.353,1,0,None
2025-01-01 05:30:00,543.72,732.63,157.5,102.98,6.1,67.38,64163.17,181.4,357.19,0.74,525.64,703.74,1.12,0.04,0.04,1.12,59.32,84.6,195.75,74.29,48.23,0.86,0.327,0,0,None
2025-01-01 05:35:00,501.44,708.89,202.75,88.83,4.79,93.62,78486.56,182.27,316.22,0.69,502.38,707.38,0.22,0.02,0.02,1.02,41.09,88.61,121.79,97.89,26.43,0.85,0.377,0,0,None
2025-01-01 05:40:00,500.82,727.99,231.02,83.71,5.35,73.06,64772.1,157.1,310.5,0.82,531.0,714.85,1.79,0.35,0.09,0.9,52.09,84.74,142.62,50.11,42.45,0.83,0.335,1,0,None
2025-01-01 05:45:00,484.95,748.04,242.56,84.07,7.57,97.2,67603.86,161.7,313.78,1.0,526.52,689.96,0.48,0.08,0.05,1.07,40.8,75.57,134.27,83.31,24.09,0.87,0.303,0,0,None
2025-01-01 05:50:00,486.74,660.63,205.52,113.95,6.58,60.74,56664.51,189.06,311.9,0.88,519.79,690.53,0.31,0.28,0.03,1.19,53.27,75.01,199.46,133.22,32.04,0.95,0.357,0,0,None
2025-01-01 05:55:00,526.13,688.62,193.52,96.28,7.95,82.78,79130.98,177.67,358.78,0.68,531.05,712.04,1.65,0.31,0.1,0.92,58.52,77.59,119.53,83.06,42.13,0.94,0.351,0,0,PowerDip
2025-01-01 06:00:00,504.72,688.0,227.61,77.29,6.51,63.75,76193.94,185.41,300.2,0.64,537.87,711.61,1.16,0.47,0.01,1.12,55.8,73.78,187.17,99.52,57.01,0.83,0.33,0,0,None
2025-01-01 06:05:00,546.87,705.84,195.6,75.84,7.5,92.69,78568.92,188.16,300.34,0.75,504.52,689.35,1.36,0.29,0.05,1.05,49.92,72.32,118.03,116.66,28.91,0.87,0.376,0,0,None
2025-01-01 06:10:00,505.1,747.34,217.18,117.01,7.02,70.53,72360.98,174.88,351.64,0.94,504.62,719.78,0.21,0.48,0.02,1.11,40.83,87.12,114.69,75.67,28.04,0.98,0.409,0,0,None
2025-01-01 06:15:00,524.48,650.27,210.44,97.93,7.95,87.88,68253.52,183.59,302.95,0.74,521.79,700.16,1.13,0.09,0.01,0.82,53.85,83.5,109.25,117.94,40.45,0.88,0.329,0,0,None
2025-01-01 06:20:00,490.46,670.41,171.76,75.22,4.16,74.89,54314.96,155.18,329.75,0.63,515.73,681.98,0.64,0.11,0.06,1.16,52.74,85.24,195.95,78.68,27.72,0.84,0.363,1,0,None
2025-01-01 06:25:00,557.58,701.74,153.36,85.34,5.97,77.81,55284.76,194.75,332.11,0.77,506.39,709.62,1.56,0.1,0.01,0.85,56.88,71.99,193.81,98.56,16.32,0.97,0.397,0,0,AirFlowFluctuation
2025-01-01 06:30:00,490.73,745.66,230.26,113.73,4.61,83.62,50514.35,182.04,316.12,0.93,502.06,701.0,1.38,0.39,0.02,0.81,43.6,70.52,124.69,107.9,17.83,0.82,0.376,1,0,None
2025-01-01 06:35:00,541.04,716.46,222.79,96.16,4.49,62.24,55360.95,165.32,326.37,0.91,520.31,685.09,0.66,0.26,0.05,1.11,43.53,80.49,113.96,80.24,43.49,0.99,0.401,0,0,None
2025-01-01 06:40:00,544.53,691.61,243.09,80.91,7.19,75.17,50762.15,171.04,325.77,0.67,500.58,714.18,0.74,0.21,0.01,1.19,41.23,85.76,103.75,70.26,57.62,0.88,0.331,0,0,None
2025-01-01 06:45:00,512.79,685.3,217.49,103.73,5.22,75.02,54502.2,156.6,322.61,0.88,522.23,684.11,0.72,0.01,0.02,1.05,48.88,74.23,170.25,100.66,25.07,0.99,0.338,0,0,None
2025-01-01 06:50:00,546.88,736.58,208.04,111.09,6.7,67.82,62978.07,178.4,327.72,0.82,527.47,712.75,0.91,0.16,0.08,0.96,52.04,71.35,186.96,127.79,33.45,0.85,0.367,0,0,None
2025-01-01 06:55:00,495.86,662.02,170.03,68.46,7.69,69.3,64854.55,187.14,308.62,0.95,531.04,717.82,1.91,0.48,0.03,0.94,41.31,78.4,145.1,51.75,11.8,0.98,0.324,0,0,AirFlowFluctuation
2025-01-01 07:00:00,480.74,722.25,209.81,95.12,4.83,81.62,78656.65,197.31,305.51,0.69,523.42,718.76,1.69,0.27,0.06,1.01,40.45,71.14,158.42,69.47,31.41,0.84,0.375,0,0,AirFlowFluctuation
2025-01-01 07:05:00,520.08,727.19,209.98,107.88,6.93,68.76,55104.77,187.39,302.93,0.63,523.36,686.72,1.33,0.23,0.06,1.07,42.18,80.05,112.3,112.91,38.02,0.91,0.363,0,0,None
2025-01-01 07:10:00,534.36,748.99,232.29,85.48,4.99,90.8,65942.65,175.46,316.44,0.75,503.18,690.95,0.46,0.36,0.02,1.05,42.72,74.08,146.88,60.15,49.2,0.97,0.387,0,0,None
2025-01-01 07:15:00,515.62,744.74,178.95,83.57,4.4,70.6,79058.86,174.93,311.02,0.72,524.77,717.34,0.15,0.22,0.05,1.04,45.92,80.71,138.22,76.35,21.16,0.87,0.268,0,0,None
2025-01-01 07:20:00,529.9,684.48,246.83,91.83,4.07,77.33,78702.98,153.73,340.92,0.72,521.06,709.51,1.76,0.28,0.01,0.9,46.86,87.05,169.6,130.26,50.61,0.82,0.379,0,0,None
2025-01-01 07:25:00,521.87,676.76,241.39,107.4,7.82,62.72,69716.15,179.88,332.63,0.61,533.07,700.97,1.08,0.33,0.03,1.07,48.17,89.72,166.69,145.41,15.44,0.82,0.45,0,0,None
2025-01-01 07:30:00,487.49,671.02,199.49,56.87,7.21,86.86,52952.62,167.37,306.69,0.88,500.8,706.88,1.43,0.21,0.02,1.19,48.33,83.27,148.56,52.75,53.28,0.96,0.408,0,0,None
2025-01-01 07:35:00,486.24,675.69,219.11,87.89,5.55,70.43,57480.86,180.07,331.61,0.7,526.57,692.5,1.18,0.02,0.01,0.92,55.83,73.76,128.55,56.15,31.53,0.94,0.345,0,0,None
2025-01-01 07:40:00,538.66,733.32,186.16,92.08,6.34,97.48,55926.79,187.78,307.36,0.74,537.66,711.67,0.26,0.44,0.05,1.02,51.24,88.37,119.9,135.97,31.22,0.92,0.364,0,0,PowerDip
2025-01-01 07:45:00,521.51,717.55,183.07,68.05,6.08,75.48,62232.88,189.9,323.14,0.96,502.11,719.17,0.46,0.38,0.05,1.04,49.24,80.53,157.83,147.83,43.14,0.98,0.341,0,0,None
2025-01-01 07:50:00,548.84,714.42,183.0,70.46,5.71,83.59,62394.05,158.16,342.08,0.69,507.18,691.79,0.94,0.34,0.07,0.96,40.97,88.24,144.23,130.75,44.58,0.86,0.326,0,0,AirFlowFluctuation
2025-01-01 07:55:00,522.84,713.92,245.92,58.81,5.19,66.46,71566.38,158.8,330.89,0.99,524.75,686.89,0.68,0.03,0.0,1.09,42.03,71.96,148.3,72.68,40.0,0.88,0.357,0,0,None
2025-01-01 08:00:00,551.21,720.0,206.07,96.13,5.33,95.9,79316.77,199.56,342.88,0.7,524.6,706.04,0.8,0.29,0.04,1.01,52.84,82.64,133.98,62.07,50.0,0.8,0.355,0,0,None
2025-01-01 08:05:00,523.54,716.23,203.03,99.07,4.47,81.66,62236.75,163.17,302.19,0.99,507.07,710.87,1.69,0.03,0.03,1.05,52.04,74.77,177.19,114.44,34.77,0.89,0.341,0,0,None
2025-01-01 08:10:00,496.8,684.3,238.03,95.35,6.52,85.92,72201.39,168.2,341.82,0.79,508.45,701.54,0.63,0.38,0.08,0.82,43.12,85.36,192.82,112.59,54.26,0.95,0.432,0,0,None
2025-01-01 08:15:00,494.26,675.33,197.94,85.91,7.56,92.77,70531.86,158.43,317.46,0.94,517.9,684.56,1.3,0.03,0.02,1.16,47.96,72.17,116.5,94.41,55.87,0.98,0.312,0,0,None
2025-01-01 08:20:00,495.31,744.75,219.84,97.83,5.19,65.89,61359.41,166.46,357.75,0.96,509.02,705.37,1.88,0.37,0.01,0.93,56.28,72.69,170.62,89.67,26.03,0.98,0.342,0,0,None
2025-01-01 08:25:00,508.43,747.63,215.47,109.13,6.25,99.85,78971.64,193.38,303.02,0.84,538.76,689.89,0.2,0.18,0.05,1.05,41.55,76.34,182.19,149.54,18.55,0.94,0.347,1,0,AirFlowFluctuation
2025-01-01 08:30:00,550.7,652.57,219.87,110.45,5.27,69.88,58032.29,184.34,303.15,0.89,536.14,698.9,0.38,0.39,0.02,0.93,40.1,86.74,182.06,103.46,54.47,0.93,0.356,0,0,AirFlowFluctuation
2025-01-01 08:35:00,542.65,715.73,226.66,87.46,6.63,76.24,70865.37,199.92,353.73,0.9,516.96,694.08,0.39,0.32,0.03,1.04,41.98,73.62,200.0,51.92,13.4,0.88,0.363,0,0,None
2025-01-01 08:40:00,546.2,687.95,186.75,115.67,4.16,61.37,74820.57,184.32,333.46,0.65,518.94,705.23,0.6,0.23,0.02,0.98,46.35,86.6,167.76,88.61,11.11,0.87,0.377,0,0,None
2025-01-01 08:45:00,509.0,710.85,188.23,68.07,7.64,66.63,58478.92,183.38,314.24,0.73,517.52,692.31,1.42,0.24,0.02,0.92,40.33,84.54,117.68,59.2,56.07,0.86,0.395,0,0,None
2025-01-01 08:50:00,541.46,718.24,164.13,95.55,4.63,87.08,50027.9,192.86,302.57,0.77,504.38,685.98,0.17,0.37,0.06,0.92,51.16,74.57,179.84,72.49,40.05,0.81,0.356,0,1,AirFlowFluctuation
2025-01-01 08:55:00,519.5,741.14,156.65,61.66,4.78,66.96,63451.0,150.7,328.27,0.83,524.29,712.17,0.86,0.07,0.07,0.83,43.69,89.91,127.93,50.93,18.64,0.9,0.289,0,0,None
2025-01-01 09:00:00,504.39,676.47,172.98,119.62,6.7,72.74,50735.34,173.33,332.39,0.64,520.38,684.54,1.44,0.38,0.05,1.18,51.88,73.79,170.97,90.71,58.54,0.92,0.299,0,0,None
2025-01-01 09:05:00,544.6,669.97,167.97,55.49,5.25,85.17,54253.23,189.83,346.09,0.67,509.09,694.03,1.83,0.16,0.07,0.89,55.94,87.14,195.09,105.08,14.63,0.89,0.372,0,0,None
2025-01-01 09:10:00,543.92,734.85,229.28,106.95,6.54,68.91,54256.46,188.64,345.37,0.64,510.33,693.7,1.75,0.41,0.07,0.9,52.41,72.23,182.76,145.5,19.7,0.91,0.298,0,0,None
2025-01-01 09:15:00,523.64,714.43,184.77,117.3,4.95,84.04,64181.09,174.28,311.72,0.96,516.77,711.83,1.58,0.2,0.03,0.86,49.53,73.24,153.18,95.11,49.44,0.98,0.379,0,0,AirFlowFluctuation
2025-01-01 09:20:00,517.18,651.44,218.15,59.77,4.57,71.65,68446.73,191.86,334.77,0.7,512.02,701.68,0.67,0.12,0.05,1.19,43.3,73.85,106.44,61.84,58.45,0.86,0.381,0,0,None
2025-01-01 09:25:00,537.04,707.37,193.64,108.22,7.35,96.64,70358.23,167.32,318.97,0.69,531.1,680.73,1.66,0.45,0.05,1.1,51.74,78.6,133.14,51.91,17.91,0.96,0.4,0,0,None
2025-01-01 09:30:00,492.8,710.29,178.07,94.66,6.61,88.76,56753.54,153.55,324.89,0.95,533.17,708.93,0.91,0.01,0.03,0.96,58.3,76.59,144.77,52.69,30.51,0.87,0.327,0,0,None
2025-01-01 09:35:00,547.03,725.74,153.13,58.64,5.93,64.19,70198.38,184.41,303.61,0.88,500.22,687.2,0.62,0.27,0.0,1.07,56.59,84.1,106.06,99.39,17.63,0.87,0.415,0,0,None
2025-01-01 09:40:00,502.65,681.36,175.22,111.09,4.45,65.33,67212.55,184.98,336.16,0.83,518.36,692.38,0.95,0.38,0.05,1.02,47.62,79.64,136.2,50.82,59.43,0.88,0.368,1,0,None
2025-01-01 09:45:00,511.63,673.92,223.21,100.68,5.86,88.63,74473.73,151.79,330.65,0.66,512.67,690.83,1.84,0.06,0.03,1.14,48.69,87.83,157.63,64.94,24.83,0.95,0.311,0,0,None
